"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSGALP00010024283","ENSGALG00010017184","CARD11","caspase recruitment domain family member 11 [Source:NCBI gene (formerly Entrezgene);Acc:416476]","","Chicken","AvianImmunome"
"ENSGALP00010024287","ENSGALG00010017184","CARD11","caspase recruitment domain family member 11 [Source:NCBI gene (formerly Entrezgene);Acc:416476]","immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024291","ENSGALG00010017184","CARD11","caspase recruitment domain family member 11 [Source:NCBI gene (formerly Entrezgene);Acc:416476]","B cell differentiation; CD4-positive, alpha-beta T cell proliferation; T cell activation; T cell costimulation; immune system process; lymphocyte activation; thymic T cell selection","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024299","ENSGALG00010017209","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024309","ENSGALG00010017224","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024310","ENSGALG00010017221","SPPL2A","signal peptide peptidase like 2A [Source:NCBI gene (formerly Entrezgene);Acc:415450]","","Chicken","AvianImmunome"
"ENSGALP00010024312","ENSGALG00010017221","SPPL2A","signal peptide peptidase like 2A [Source:NCBI gene (formerly Entrezgene);Acc:415450]","","Chicken","AvianImmunome"
"ENSGALP00010024314","ENSGALG00010017221","SPPL2A","signal peptide peptidase like 2A [Source:NCBI gene (formerly Entrezgene);Acc:415450]","","Chicken","AvianImmunome"
"ENSGALP00010024316","ENSGALG00010017221","SPPL2A","signal peptide peptidase like 2A [Source:NCBI gene (formerly Entrezgene);Acc:415450]","","Chicken","AvianImmunome"
"ENSGALP00010024318","ENSGALG00010017221","SPPL2A","signal peptide peptidase like 2A [Source:NCBI gene (formerly Entrezgene);Acc:415450]","","Chicken","AvianImmunome"
"ENSGALP00010024339","ENSGALG00010017260","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024341","ENSGALG00010017260","","","adaptive immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010024354","ENSGALG00010017274","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024355","ENSGALG00010017274","","","adaptive immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010024359","ENSGALG00010017278","CCR5","C-C motif chemokine receptor 5 [Source:NCBI gene (formerly Entrezgene);Acc:420695]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024360","ENSGALG00010017278","CCR5","C-C motif chemokine receptor 5 [Source:NCBI gene (formerly Entrezgene);Acc:420695]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024361","ENSGALG00010017278","CCR5","C-C motif chemokine receptor 5 [Source:NCBI gene (formerly Entrezgene);Acc:420695]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024363","ENSGALG00010017278","CCR5","C-C motif chemokine receptor 5 [Source:NCBI gene (formerly Entrezgene);Acc:420695]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024364","ENSGALG00010017278","CCR5","C-C motif chemokine receptor 5 [Source:NCBI gene (formerly Entrezgene);Acc:420695]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024365","ENSGALG00010017280","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PEZ2]","","Chicken","AvianImmunome"
"ENSGALP00010024369","ENSGALG00010017278","CCR5","C-C motif chemokine receptor 5 [Source:NCBI gene (formerly Entrezgene);Acc:420695]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024371","ENSGALG00010017278","CCR5","C-C motif chemokine receptor 5 [Source:NCBI gene (formerly Entrezgene);Acc:420695]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024374","ENSGALG00010017280","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PEZ2]","","Chicken","AvianImmunome"
"ENSGALP00010024382","ENSGALG00010017280","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PEZ2]","","Chicken","AvianImmunome"
"ENSGALP00010024386","ENSGALG00010017280","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PEZ2]","","Chicken","AvianImmunome"
"ENSGALP00010024387","ENSGALG00010017294","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024390","ENSGALG00010017280","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PEZ2]","","Chicken","AvianImmunome"
"ENSGALP00010024391","ENSGALG00010017294","","","adaptive immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010024394","ENSGALG00010017280","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PEZ2]","B cell homeostasis; B cell receptor signaling pathway; T cell activation; lymphocyte homeostasis","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024402","ENSGALG00010017306","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024422","ENSGALG00010017320","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024425","ENSGALG00010017320","","","adaptive immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010024429","ENSGALG00010017322","KHDRBS1","KH RNA binding domain containing, signal transduction associated 1 [Source:NCBI gene (formerly Entrezgene);Acc:374071]","T cell receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024442","ENSGALG00010017330","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024450","ENSGALG00010017342","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024454","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","","Chicken","AvianImmunome"
"ENSGALP00010024458","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","","Chicken","AvianImmunome"
"ENSGALP00010024464","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","","Chicken","AvianImmunome"
"ENSGALP00010024467","ENSGALG00010017351","CCR2","C-C motif chemokine receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:420696]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024470","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","","Chicken","AvianImmunome"
"ENSGALP00010024471","ENSGALG00010017351","CCR2","C-C motif chemokine receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:420696]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024472","ENSGALG00010017353","","","T cell mediated immunity; adaptive immune response; cytotoxic T cell differentiation; immune system process","Chicken","biomartGO"
"ENSGALP00010024473","ENSGALG00010017351","CCR2","C-C motif chemokine receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:420696]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024477","ENSGALG00010017351","CCR2","C-C motif chemokine receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:420696]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024478","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","T cell activation; T cell proliferation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024480","ENSGALG00010017351","CCR2","C-C motif chemokine receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:420696]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024482","ENSGALG00010017351","CCR2","C-C motif chemokine receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:420696]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024483","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","","Chicken","AvianImmunome"
"ENSGALP00010024484","ENSGALG00010017351","CCR2","C-C motif chemokine receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:420696]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024488","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","","Chicken","AvianImmunome"
"ENSGALP00010024490","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","","Chicken","AvianImmunome"
"ENSGALP00010024491","ENSGALG00010017343","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PT29]","","Chicken","AvianImmunome"
"ENSGALP00010024501","ENSGALG00010017364","AKT1","AKT serine/threonine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:395928]","","Chicken","AvianImmunome"
"ENSGALP00010024506","ENSGALG00010017364","AKT1","AKT serine/threonine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:395928]","cGAS/STING signaling pathway; complement receptor mediated signaling pathway; toll-like receptor 4 signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024507","ENSGALG00010017365","CD8BP","CD8b molecule pseudo [Source:NCBI gene (formerly Entrezgene);Acc:396175]","adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024511","ENSGALG00010017364","AKT1","AKT serine/threonine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:395928]","","Chicken","AvianImmunome"
"ENSGALP00010024512","ENSGALG00010017365","CD8BP","CD8b molecule pseudo [Source:NCBI gene (formerly Entrezgene);Acc:396175]","adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024517","ENSGALG00010017364","AKT1","AKT serine/threonine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:395928]","","Chicken","AvianImmunome"
"ENSGALP00010024521","ENSGALG00010017365","CD8BP","CD8b molecule pseudo [Source:NCBI gene (formerly Entrezgene);Acc:396175]","adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024558","ENSGALG00010017384","ARID4A","AT-rich interaction domain 4A [Source:NCBI gene (formerly Entrezgene);Acc:423541]","","Chicken","AvianImmunome"
"ENSGALP00010024569","ENSGALG00010017396","CCR8L","C-C chemokine receptor 8 like [Source:NCBI gene (formerly Entrezgene);Acc:776400]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024571","ENSGALG00010017396","CCR8L","C-C chemokine receptor 8 like [Source:NCBI gene (formerly Entrezgene);Acc:776400]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024572","ENSGALG00010017396","CCR8L","C-C chemokine receptor 8 like [Source:NCBI gene (formerly Entrezgene);Acc:776400]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024574","ENSGALG00010017396","CCR8L","C-C chemokine receptor 8 like [Source:NCBI gene (formerly Entrezgene);Acc:776400]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024575","ENSGALG00010017396","CCR8L","C-C chemokine receptor 8 like [Source:NCBI gene (formerly Entrezgene);Acc:776400]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024585","ENSGALG00010017405","XCR1","X-C motif chemokine receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:428452]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024587","ENSGALG00010017405","XCR1","X-C motif chemokine receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:428452]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024589","ENSGALG00010017409","GPC3","glypican 3 [Source:UniProtKB Gene Name;Acc:A0A8V0Z2B7]","","Chicken","AvianImmunome"
"ENSGALP00010024593","ENSGALG00010017409","GPC3","glypican 3 [Source:UniProtKB Gene Name;Acc:A0A8V0Z2B7]","","Chicken","AvianImmunome"
"ENSGALP00010024603","ENSGALG00010017384","ARID4A","AT-rich interaction domain 4A [Source:NCBI gene (formerly Entrezgene);Acc:423541]","","Chicken","AvianImmunome"
"ENSGALP00010024608","ENSGALG00010017384","ARID4A","AT-rich interaction domain 4A [Source:NCBI gene (formerly Entrezgene);Acc:423541]","","Chicken","AvianImmunome"
"ENSGALP00010024614","ENSGALG00010017384","ARID4A","AT-rich interaction domain 4A [Source:NCBI gene (formerly Entrezgene);Acc:423541]","","Chicken","AvianImmunome"
"ENSGALP00010024616","ENSGALG00010017424","APOD","apolipoprotein D [Source:NCBI gene (formerly Entrezgene);Acc:424893]","","Chicken","AvianImmunome"
"ENSGALP00010024618","ENSGALG00010017384","ARID4A","AT-rich interaction domain 4A [Source:NCBI gene (formerly Entrezgene);Acc:423541]","","Chicken","AvianImmunome"
"ENSGALP00010024622","ENSGALG00010017424","APOD","apolipoprotein D [Source:NCBI gene (formerly Entrezgene);Acc:424893]","","Chicken","AvianImmunome"
"ENSGALP00010024624","ENSGALG00010017424","APOD","apolipoprotein D [Source:NCBI gene (formerly Entrezgene);Acc:424893]","","Chicken","AvianImmunome"
"ENSGALP00010024627","ENSGALG00010017424","APOD","apolipoprotein D [Source:NCBI gene (formerly Entrezgene);Acc:424893]","","Chicken","AvianImmunome"
"ENSGALP00010024654","ENSGALG00010017442","LCK","LCK proto-onco, Src family tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A8V0Z0R8]","B cell receptor signaling pathway; T cell activation; T cell differentiation; T cell receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024656","ENSGALG00010017442","LCK","LCK proto-onco, Src family tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A8V0Z0R8]","","Chicken","AvianImmunome"
"ENSGALP00010024659","ENSGALG00010017442","LCK","LCK proto-onco, Src family tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A8V0Z0R8]","","Chicken","AvianImmunome"
"ENSGALP00010024680","ENSGALG00010017455","CCR9","C-C motif chemokine receptor 9 [Source:NCBI gene (formerly Entrezgene);Acc:428454]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024687","ENSGALG00010017455","CCR9","C-C motif chemokine receptor 9 [Source:NCBI gene (formerly Entrezgene);Acc:428454]","","Chicken","AvianImmunome"
"ENSGALP00010024689","ENSGALG00010017455","CCR9","C-C motif chemokine receptor 9 [Source:NCBI gene (formerly Entrezgene);Acc:428454]","","Chicken","AvianImmunome"
"ENSGALP00010024711","ENSGALG00010017467","SFRP1","secreted frizzled related protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:395237]","","Chicken","AvianImmunome"
"ENSGALP00010024715","ENSGALG00010017467","SFRP1","secreted frizzled related protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:395237]","","Chicken","AvianImmunome"
"ENSGALP00010024764","ENSGALG00010017489","TNFRSF1B","TNF receptor superfamily member 1B [Source:NCBI gene (formerly Entrezgene);Acc:395083]","","Chicken","AvianImmunome"
"ENSGALP00010024765","ENSGALG00010017489","TNFRSF1B","TNF receptor superfamily member 1B [Source:NCBI gene (formerly Entrezgene);Acc:395083]","","Chicken","AvianImmunome"
"ENSGALP00010024766","ENSGALG00010017490","SCNN1B","sodium channel epithelial 1 subunit beta [Source:UniProtKB Gene Name;Acc:A0A8V0Z1H1]","erythrocyte homeostasis; leukocyte activation involved in inflammatory response; neutrophil-mediated killing of bacterium","Chicken","biomartGO"
"ENSGALP00010024767","ENSGALG00010017489","TNFRSF1B","TNF receptor superfamily member 1B [Source:NCBI gene (formerly Entrezgene);Acc:395083]","","Chicken","AvianImmunome"
"ENSGALP00010024768","ENSGALG00010017489","TNFRSF1B","TNF receptor superfamily member 1B [Source:NCBI gene (formerly Entrezgene);Acc:395083]","","Chicken","AvianImmunome"
"ENSGALP00010024769","ENSGALG00010017489","TNFRSF1B","TNF receptor superfamily member 1B [Source:NCBI gene (formerly Entrezgene);Acc:395083]","","Chicken","AvianImmunome"
"ENSGALP00010024770","ENSGALG00010017489","TNFRSF1B","TNF receptor superfamily member 1B [Source:NCBI gene (formerly Entrezgene);Acc:395083]","","Chicken","AvianImmunome"
"ENSGALP00010024777","ENSGALG00010017496","PARP1","poly(ADP-ribose) polymerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:396199]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010024778","ENSGALG00010017496","PARP1","poly(ADP-ribose) polymerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:396199]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010024783","ENSGALG00010017496","PARP1","poly(ADP-ribose) polymerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:396199]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010024808","ENSGALG00010017513","TNIP2","TNFAIP3 interacting protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:422884]","toll-like receptor 2 signaling pathway; toll-like receptor 3 signaling pathway; toll-like receptor 9 signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024817","ENSGALG00010017514","TXLNA","taxilin alpha [Source:UniProtKB Gene Name;Acc:A0A8V0YUS0]","","Chicken","AvianImmunome"
"ENSGALP00010024823","ENSGALG00010017519","NTN3","netrin 1 [Source:NCBI gene (formerly Entrezgene);Acc:396387]","","Chicken","AvianImmunome"
"ENSGALP00010024827","ENSGALG00010017520","ZBTB1","zinc finger and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:428916]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024828","ENSGALG00010017519","NTN3","netrin 1 [Source:NCBI gene (formerly Entrezgene);Acc:396387]","","Chicken","AvianImmunome"
"ENSGALP00010024831","ENSGALG00010017520","ZBTB1","zinc finger and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:428916]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024833","ENSGALG00010017520","ZBTB1","zinc finger and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:428916]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024834","ENSGALG00010017519","NTN3","netrin 1 [Source:NCBI gene (formerly Entrezgene);Acc:396387]","","Chicken","AvianImmunome"
"ENSGALP00010024838","ENSGALG00010017520","ZBTB1","zinc finger and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:428916]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024840","ENSGALG00010017519","NTN3","netrin 1 [Source:NCBI gene (formerly Entrezgene);Acc:396387]","","Chicken","AvianImmunome"
"ENSGALP00010024842","ENSGALG00010017520","ZBTB1","zinc finger and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:428916]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024844","ENSGALG00010017520","ZBTB1","zinc finger and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:428916]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024845","ENSGALG00010017520","ZBTB1","zinc finger and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:428916]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024847","ENSGALG00010017520","ZBTB1","zinc finger and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:428916]","B cell differentiation; T cell differentiation in thymus; immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024860","ENSGALG00010017530","TLR1B","toll-like receptor 1 family member B [Source:NCBI gene (formerly Entrezgene);Acc:771173]","immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024861","ENSGALG00010017530","TLR1B","toll-like receptor 1 family member B [Source:NCBI gene (formerly Entrezgene);Acc:771173]","immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024862","ENSGALG00010017530","TLR1B","toll-like receptor 1 family member B [Source:NCBI gene (formerly Entrezgene);Acc:771173]","immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024863","ENSGALG00010017530","TLR1B","toll-like receptor 1 family member B [Source:NCBI gene (formerly Entrezgene);Acc:771173]","immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024864","ENSGALG00010017514","TXLNA","taxilin alpha [Source:UniProtKB Gene Name;Acc:A0A8V0YUS0]","","Chicken","AvianImmunome"
"ENSGALP00010024867","ENSGALG00010017514","TXLNA","taxilin alpha [Source:UniProtKB Gene Name;Acc:A0A8V0YUS0]","B cell activation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024873","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024877","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024879","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024880","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024883","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024886","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024888","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024892","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024897","ENSGALG00010017534","ATP11C","ATPase phospholipid transporting 11C [Source:UniProtKB Gene Name;Acc:A0A8V0YUY4]","","Chicken","AvianImmunome"
"ENSGALP00010024918","ENSGALG00010017553","EDA","ectodysplasin A [Source:NCBI gene (formerly Entrezgene);Acc:769069]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010024934","ENSGALG00010017559","DUSP10","dual specificity phosphatase 10 [Source:NCBI gene (formerly Entrezgene);Acc:421340]","","Chicken","AvianImmunome"
"ENSGALP00010024970","ENSGALG00010017571","ADAM9","ADAM metallopeptidase domain 9 [Source:NCBI gene (formerly Entrezgene);Acc:426781]","","Chicken","AvianImmunome"
"ENSGALP00010024972","ENSGALG00010017571","ADAM9","ADAM metallopeptidase domain 9 [Source:NCBI gene (formerly Entrezgene);Acc:426781]","","Chicken","AvianImmunome"
"ENSGALP00010024978","ENSGALG00010017571","ADAM9","ADAM metallopeptidase domain 9 [Source:NCBI gene (formerly Entrezgene);Acc:426781]","","Chicken","AvianImmunome"
"ENSGALP00010024980","ENSGALG00010017571","ADAM9","ADAM metallopeptidase domain 9 [Source:NCBI gene (formerly Entrezgene);Acc:426781]","","Chicken","AvianImmunome"
"ENSGALP00010024990","ENSGALG00010017580","LYPLAL1","lysophospholipase like 1 [Source:NCBI gene (formerly Entrezgene);Acc:421351]","cGAS/STING signaling pathway","Chicken","biomartGO"
"ENSGALP00010025006","ENSGALG00010017583","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:NCBI gene (formerly Entrezgene);Acc:423508]","","Chicken","AvianImmunome"
"ENSGALP00010025011","ENSGALG00010017583","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:NCBI gene (formerly Entrezgene);Acc:423508]","neutrophil homeostasis","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025097","ENSGALG00010017633","HLX","H2.0 like homeobox [Source:UniProtKB Gene Name;Acc:A0A8V0Z3N7]","T-helper 1 cell differentiation; T-helper 2 cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025130","ENSGALG00010017646","MAEA","macrophage erythroblast attacher [Source:NCBI gene (formerly Entrezgene);Acc:426024]","","Chicken","AvianImmunome"
"ENSGALP00010025133","ENSGALG00010017646","MAEA","macrophage erythroblast attacher [Source:NCBI gene (formerly Entrezgene);Acc:426024]","","Chicken","AvianImmunome"
"ENSGALP00010025135","ENSGALG00010017647","ITGA9","integrin subunit alpha 9 [Source:NCBI gene (formerly Entrezgene);Acc:420757]","","Chicken","AvianImmunome"
"ENSGALP00010025136","ENSGALG00010017646","MAEA","macrophage erythroblast attacher [Source:NCBI gene (formerly Entrezgene);Acc:426024]","","Chicken","AvianImmunome"
"ENSGALP00010025144","ENSGALG00010017647","ITGA9","integrin subunit alpha 9 [Source:NCBI gene (formerly Entrezgene);Acc:420757]","","Chicken","AvianImmunome"
"ENSGALP00010025149","ENSGALG00010017647","ITGA9","integrin subunit alpha 9 [Source:NCBI gene (formerly Entrezgene);Acc:420757]","","Chicken","AvianImmunome"
"ENSGALP00010025152","ENSGALG00010017647","ITGA9","integrin subunit alpha 9 [Source:NCBI gene (formerly Entrezgene);Acc:420757]","","Chicken","AvianImmunome"
"ENSGALP00010025219","ENSGALG00010017668","INPPL1","inositol polyphosphate phosphatase like 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z2V5]","immune system process","Chicken","biomartGO"
"ENSGALP00010025225","ENSGALG00010017676","SPON2","spondin 2 [Source:UniProtKB Gene Name;Acc:A0A8V0YVX0]","immune system process; induction of bacterial agglutination; innate immune response; opsonization","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025228","ENSGALG00010017676","SPON2","spondin 2 [Source:UniProtKB Gene Name;Acc:A0A8V0YVX0]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010025233","ENSGALG00010017668","INPPL1","inositol polyphosphate phosphatase like 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z2V5]","immune system process","Chicken","biomartGO"
"ENSGALP00010025245","ENSGALG00010017668","INPPL1","inositol polyphosphate phosphatase like 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z2V5]","immune system process","Chicken","biomartGO"
"ENSGALP00010025249","ENSGALG00010017668","INPPL1","inositol polyphosphate phosphatase like 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z2V5]","immune system process","Chicken","biomartGO"
"ENSGALP00010025250","ENSGALG00010017668","INPPL1","inositol polyphosphate phosphatase like 1 [Source:UniProtKB Gene Name;Acc:A0A8V0Z2V5]","immune system process","Chicken","biomartGO"
"ENSGALP00010025305","ENSGALG00010017708","MEIS1","Meis homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:395589]","","Chicken","AvianImmunome"
